client_id,outflow_intensity,competitor_share,competitor_intensity,net_flow_ratio,recent_outflow_share,contributions_stopped,perf_spread_excess,fee_rate,fee_excess,tenure_years,sold_heavily,portfolio_value,age,churned,severity
C-01641,0.0892,0.0,0.0,-0.0892,0.4602,1,0.0075,0.00913,-7e-05,18.2,0,986500,46,0,0.064
C-01642,0.1741,0.0,0.0,0.1602,0.4286,0,0.0002,0.011,0.0018,7.9,0,100500,40,0,0.084
C-01643,0.1132,0.0,0.0,-0.0879,0.2326,0,0.0009,0.011,0.0018,4.8,0,190000,41,0,0.0
C-01644,0.0211,0.0,0.0,-0.0211,0.2632,1,-0.0032,0.00989,0.00069,6.3,0,451000,70,0,0.0
C-01645,0.1481,0.217,0.0321,-0.1481,0.346,1,-0.01,0.00878,-0.00042,2.4,0,1151000,52,0,0.047
C-01646,0.088,0.0,0.0,-0.0496,0.8182,0,0.0004,0.011,0.0018,0.7,0,62500,71,0,0.0
C-01647,0.1942,0.0,0.0,-0.1942,0.2,1,-0.0016,0.011,0.0018,21.9,0,51500,68,0,0.083
C-01648,0.1221,0.0,0.0,-0.1013,0.5787,0,0.0076,0.00902,-0.00018,2.7,1,1040500,64,0,0.0
C-01649,0.0907,0.0,0.0,-0.0782,0.7471,0,-0.0045,0.0098,0.0006,20.0,0,479500,55,0,0.051
C-01650,0.0302,0.0,0.0,-0.0145,0.1833,0,0.0334,0.00913,-7e-05,0.3,0,992000,58,0,0.058
C-01651,0.1792,0.2056,0.0368,-0.1688,0.2984,0,-0.0076,0.0094,0.0002,2.3,0,692000,75,0,0.035
C-01652,0.3469,0.5588,0.1939,-0.1633,0.7941,0,0.052,0.011,0.0018,2.9,1,49000,42,0,0.112
C-01653,0.1029,0.3571,0.0368,0.0559,0.7857,0,-0.0087,0.011,0.0018,3.5,1,68000,59,0,0.061
C-01654,0.128,0.0,0.0,-0.128,0.2432,1,0.0548,0.011,0.0018,13.8,0,144500,49,0,0.055
C-01655,0.1528,0.0,0.0,-0.1128,0.2909,0,0.0,0.011,0.0018,12.0,0,180000,74,0,0.028
C-01656,0.1231,0.0,0.0,-0.0694,0.3939,0,0.001,0.011,0.0018,5.3,0,134000,37,0,0.0
C-01657,0.0428,0.0,0.0,-0.0428,1.0,1,0.0491,0.00891,-0.00029,3.7,1,1087500,37,0,0.045
C-01658,0.158,0.0,0.0,-0.1281,0.4342,0,-0.0076,0.011,0.0018,11,0,240500,33,0,0.052
C-01659,0.069,0.0,0.0,0.1131,0.5,0,-0.0022,0.011,0.0018,0.3,1,72500,34,0,0.049
C-01660,0.1536,0.0,0.0,-0.1351,0.8938,0,0.0302,0.0097,0.0005,11.4,0,521000,67,0,0.073
C-01661,0.1548,0.3484,0.0539,-0.1211,0.2262,0,0.0121,0.00938,0.00018,1.5,0,714000,49,0,0.008
C-01662,0.1996,0.5312,0.106,-0.1996,0.6875,1,0.0523,0.011,0.0018,1.2,0,240500,36,1,0.543
C-01663,0.1375,0.0,0.0,-0.0925,0.2045,0,0.0192,0.01045,0.00125,16.6,1,320000,64,0,0.01
C-01664,0.1263,0.0,0.0,0.0505,0.75,0,0.0079,0.011,0.0018,17.1,0,47500,67,0,0.078
C-01665,0.181,0.0,0.0,-0.1727,0.872,0,-0.0152,0.00957,0.00037,4.8,0,583000,64,0,0.061
C-01666,0.1429,0.0,0.0,0.1873,0.7037,0,0.0067,0.011,0.0018,2.5,0,94500,48,0,0.086
C-01667,0.0835,0.0,0.0,-0.0184,0.875,0,0.007,0.011,0.0018,1.1,1,239500,66,0,0.007
C-01668,0.1854,0.0,0.0,-0.1854,0.5634,1,0.0089,0.00959,0.00039,0.6,0,574500,28,0,0.047
C-01669,0.0331,0.0,0.0,0.0911,0.0,0,-0.003,0.011,0.0018,2.3,0,241500,51,0,0.0
C-01670,0.0456,0.0,0.0,-0.0456,0.881,1,0.0546,0.00918,-2e-05,1.4,0,922000,65,0,0.028
C-01671,0.0911,0.0,0.0,-0.0831,0.5443,0,0.0272,0.00774,-0.00146,2.3,0,2108500,64,0,0.063
C-01672,0.0681,0.0,0.0,-0.0174,1.0,0,-0.0148,0.011,0.0018,2.8,0,213000,43,0,0.045
C-01673,0.2184,0.0,0.0,-0.1112,0.0227,0,-0.014,0.011,0.0018,0.8,1,201500,36,0,0.058
C-01674,0.0319,0.0,0.0,0.5809,0.3333,0,-0.009,0.011,0.0018,7.4,0,47000,54,0,0.052
C-01675,0.181,0.0,0.0,-0.1752,0.2227,0,-0.0099,0.00591,-0.00329,7.1,0,7853500,50,0,0.026
C-01676,0.1367,0.0,0.0,-0.1367,0.3158,1,-0.0052,0.011,0.0018,18.4,0,69500,44,0,0.004
C-01677,0.1277,0.0,0.0,0.1277,0.4167,0,0.0023,0.011,0.0018,2.9,0,47000,30,0,0.03
C-01678,0.0485,0.0,0.0,0.015,0.3455,0,-0.0082,0.0096,0.0004,4.1,0,566500,47,0,0.017
C-01679,0.1299,0.0,0.0,-0.0784,0.1031,0,0.0032,0.01017,0.00097,2.7,0,373500,68,0,0.0
C-01680,0.0581,0.0,0.0,0.03,1.0,0,-0.0011,0.01041,0.00121,3.0,0,327000,53,0,0.0
C-01681,0.1518,0.0,0.0,-0.1374,0.3314,0,0.0302,0.00612,-0.00308,5.2,0,6341000,47,0,0.023
C-01682,0.1861,0.3953,0.0736,-0.1528,0.1744,0,0.0173,0.011,0.0018,12,1,231000,34,0,0.035
C-01683,0.191,0.2167,0.0414,-0.1688,0.2369,0,0.0035,0.00751,-0.00169,12.6,0,2597500,55,0,0.097
C-01684,0.1221,0.0,0.0,-0.1012,0.369,0,-0.004,0.00941,0.00021,2.5,0,688000,54,0,0.037
C-01685,0.1556,0.0,0.0,-0.1556,0.4762,1,0.0003,0.011,0.0018,3,1,67500,25,0,0.051
C-01686,0.3118,0.4224,0.1317,-0.2731,0.1983,0,0.0108,0.01018,0.00098,2.9,1,372000,64,0,0.118
C-01687,0.1863,0.0,0.0,-0.1863,0.4356,1,0.0434,0.00927,7e-05,8.3,0,813000,40,0,0.061
C-01688,0.0836,0.0,0.0,-0.0271,0.6761,0,0.0035,0.00997,0.00077,0.3,0,424500,52,0,0.055
C-01689,0.1705,0.0,0.0,-0.1705,0.5667,1,-0.0019,0.011,0.0018,5.9,0,88000,73,0,0.057
C-01690,0.1786,0.3343,0.0597,-0.1069,0.2507,0,0.006,0.00917,-3e-05,10.5,0,938000,44,0,0.028
C-01691,0.0448,0.0,0.0,-0.0294,1.0,0,-0.0057,0.00939,0.00019,9.1,0,703000,57,0,0.003
C-01692,0.1061,0.0,0.0,-0.0946,0.5236,0,0.0172,0.0077,-0.0015,1.7,0,2196500,48,0,0.012
C-01693,0.0545,0.0,0.0,0.0881,0.7879,0,-0.02,0.01056,0.00136,2.1,0,303000,50,1,0.314
C-01694,0.2538,0.4848,0.1231,-0.2446,0.5354,0,0.0388,0.0101,0.0009,4.0,1,390000,30,1,0.535
C-01695,0.0991,0.0,0.0,-0.0991,0.1757,1,-0.0009,0.01017,0.00097,3.6,1,373500,70,0,0.048
C-01696,0.1257,0.0,0.0,-0.1257,0.3404,1,0.0219,0.011,0.0018,0.3,0,187000,35,0,0.017
C-01697,0.1195,0.0,0.0,-0.1195,0.3158,1,0.032,0.011,0.0018,3,1,79500,25,0,0.033
C-01698,0.057,0.0,0.0,-0.057,0.0,1,-0.0048,0.011,0.0018,13.4,0,96500,54,1,0.411
C-01699,0.1689,0.0,0.0,-0.1334,0.0,0,0.01,0.00914,-6e-05,2.7,1,980000,51,0,0.056
C-01700,0.1037,0.4839,0.0502,-0.1037,0.3226,1,0.0,0.011,0.0018,7.4,0,149500,56,0,0.018
C-01701,0.1065,0.3283,0.035,-0.0688,0.3223,0,-0.0104,0.00818,-0.00102,6.2,0,1558500,29,0,0.039
C-01702,0.1002,0.0,0.0,-0.1002,0.413,1,0.0057,0.011,0.0018,1.5,0,229500,39,0,0.008
C-01703,0.1133,0.0,0.0,0.0877,0.5652,0,-0.0047,0.011,0.0018,1.7,1,101500,39,0,0.03
C-01704,0.3333,0.6098,0.2033,-0.1577,0.7317,0,0.0499,0.011,0.0018,5.8,0,61500,74,1,0.469
C-01705,0.0729,0.0,0.0,0.1771,0.7143,0,0.0371,0.011,0.0018,4,0,48000,26,0,0.015
C-01706,0.1309,0.0,0.0,-0.0306,0.6596,0,0.0127,0.011,0.0018,2.9,0,179500,56,1,0.05
C-01707,0.0678,0.0,0.0,-0.0464,0.2951,0,-0.0072,0.00989,0.00069,4.1,0,450000,74,0,0.071
C-01708,0.1516,0.2788,0.0423,-0.1306,0.7115,0,-0.0006,0.01032,0.00112,0.7,0,343000,49,0,0.076
C-01709,0.2132,0.4106,0.0875,-0.1934,0.4444,0,0.0091,0.00979,0.00059,6.6,0,485500,70,0,0.051
C-01710,0.113,0.0,0.0,-0.0873,0.5511,0,-0.0082,0.00867,-0.00053,8.1,0,1212000,64,0,0.049
C-01711,0.1667,0.0,0.0,-0.0369,0.7838,0,0.0025,0.011,0.0018,1.1,0,111000,41,0,0.004
C-01712,0.1077,0.0,0.0,-0.0913,0.3968,0,0.0159,0.00957,0.00037,0.4,1,585000,70,0,0.065
C-01713,0.1408,0.2,0.0282,-0.0901,0.55,0,0.0052,0.011,0.0018,11,0,71000,33,0,0.01
C-01714,0.1276,0.0,0.0,-0.0778,0.3065,0,0.009,0.00756,-0.00164,1.1,0,2481000,54,0,0.032
C-01715,0.1073,0.0,0.0,-0.0146,0.2,0,-0.0069,0.011,0.0018,2.1,0,116500,26,0,0.086
C-01716,0.0954,0.0,0.0,-0.0779,0.7765,0,-0.0034,0.0092,0.0,7.6,0,891000,49,0,0.018
C-01717,0.0698,0.0,0.0,0.0475,0.86,0,-0.0026,0.01025,0.00105,14,1,358000,36,0,0.068
C-01718,0.0971,0.0,0.0,0.0583,0.3333,0,-0.0111,0.011,0.0018,0.8,0,154500,42,0,0.072
C-01719,0.1158,0.0,0.0,-0.1158,0.6364,1,-0.0063,0.011,0.0018,5.7,0,47500,66,0,0.058
C-01720,0.2903,0.4074,0.1183,-0.2258,0.1852,0,0.0315,0.011,0.0018,0.3,0,46500,40,0,0.067
C-01721,0.0977,0.0,0.0,-0.0818,0.7034,0,0.0012,0.00953,0.00033,12.3,0,604000,48,0,0.022
C-01722,0.2108,0.0,0.0,-0.1822,0.2261,0,-0.0136,0.00965,0.00045,14.5,0,545500,49,0,0.047
C-01723,0.1092,0.0,0.0,-0.0753,0.375,0,0.0172,0.00897,-0.00023,4.2,0,1062000,51,0,0.038
C-01724,0.1686,0.0,0.0,-0.1686,0.2034,1,-0.0045,0.011,0.0018,0.4,0,175000,39,0,0.072
C-01725,0.2501,0.7143,0.1786,-0.2501,0.6742,1,0.0484,0.00861,-0.00059,0.3,0,1245500,62,1,0.501
C-01726,0.2074,0.6791,0.1409,-0.2074,0.1642,1,0.0371,0.01043,0.00123,2.1,0,323000,59,1,0.654
C-01727,0.125,0.0,0.0,0.4058,0.2308,0,0.0032,0.011,0.0018,0.9,0,52000,34,1,0.222
C-01728,0.0719,0.0,0.0,-0.0152,0.2603,0,-0.0043,0.00973,0.00053,7.0,1,508000,35,0,0.047
C-01729,0.1487,0.0,0.0,-0.1241,0.3678,0,0.0039,0.01064,0.00144,10.1,0,292500,39,0,0.018
C-01730,0.1076,0.0,0.0,-0.0662,0.7593,0,-0.0014,0.00933,0.00013,5.2,0,752500,63,0,0.041
C-01731,0.1691,0.0,0.0,-0.0655,0.1277,0,-0.0036,0.011,0.0018,19.2,1,139000,59,0,0.054
C-01732,0.0687,0.0,0.0,-0.0575,0.1165,0,-0.0051,0.00933,0.00013,1.0,1,749500,66,0,0.073
C-01733,0.1765,0.0,0.0,-0.1765,0.8148,1,-0.0115,0.011,0.0018,6,0,76500,28,0,0.037
C-01734,0.106,0.3556,0.0377,-0.0975,0.0,0,0.0089,0.00924,4e-05,4.9,0,849000,67,0,0.019
C-01735,0.118,0.0,0.0,-0.0885,0.7912,0,0.0287,0.00931,0.00011,1.6,0,771000,32,0,0.036
C-01736,0.1897,0.0,0.0,-0.1897,0.4685,1,-0.0034,0.01064,0.00144,2.0,1,292500,28,0,0.043
C-01737,0.1082,0.0,0.0,-0.1082,0.0,1,0.0006,0.00826,-0.00094,1.5,1,1488000,42,0,0.052
C-01738,0.1721,0.0,0.0,-0.1131,0.4048,0,-0.0048,0.011,0.0018,3.0,0,122000,72,0,0.046
C-01739,0.1496,0.0,0.0,-0.1496,0.0351,1,0.0147,0.011,0.0018,4.0,0,190500,40,0,0.039
C-01740,0.0537,0.0,0.0,0.0403,0.8649,0,-0.0204,0.01031,0.00111,17.0,0,344500,56,0,0.034
C-01741,0.098,0.0,0.0,-0.0881,0.7086,0,-0.0161,0.00744,-0.00176,4.7,0,2801500,54,0,0.047
C-01742,0.1624,0.0,0.0,-0.1624,0.1825,1,0.035,0.01011,0.00091,6.1,0,388000,72,0,0.106
C-01743,0.2547,0.8296,0.2113,-0.2547,0.0,1,0.0357,0.01086,0.00166,1.3,1,265000,32,1,0.611
C-01744,0.1413,0.0,0.0,-0.0385,0.7879,0,-0.0185,0.011,0.0018,3.5,0,233500,26,0,0.083
C-01745,0.1469,0.0,0.0,-0.0947,0.713,0,-0.0103,0.0102,0.001,6.1,0,367500,48,0,0.017
C-01746,0.1489,0.0,0.0,-0.1489,0.4286,1,-0.0011,0.011,0.0018,0.9,0,47000,42,0,0.0
C-01747,0.1018,0.0,0.0,-0.1018,0.7517,1,0.018,0.00827,-0.00093,6.9,0,1483000,36,0,0.004
C-01748,0.1334,0.415,0.0554,0.0212,0.1973,0,-0.0005,0.00963,0.00043,12.1,1,551000,43,0,0.0
C-01749,0.0967,0.3462,0.0335,-0.0967,0.0,1,0.0094,0.011,0.0018,5.1,0,134500,41,0,0.04
C-01750,0.1281,0.0,0.0,-0.1281,0.8085,1,0.0015,0.011,0.0018,17.5,1,183500,64,0,0.023
C-01751,0.4067,0.7798,0.3172,-0.4067,0.0459,1,0.05,0.011,0.0018,5.9,0,134000,48,1,0.348
C-01752,0.1009,0.0,0.0,-0.08,0.2151,0,0.0182,0.00986,0.00066,1.3,1,461000,45,0,0.063
C-01753,0.0459,0.0,0.0,-0.0135,0.0,0,-0.0079,0.00962,0.00042,4.1,0,556000,35,0,0.054
C-01754,0.0618,0.0,0.0,0.0018,0.0,0,-0.0105,0.011,0.0018,10.9,0,170000,70,0,0.0
C-01755,0.1076,0.0,0.0,-0.0847,0.0,0,0.0048,0.0102,0.001,6.4,0,367000,73,0,0.043
C-01756,0.1352,0.0,0.0,-0.0757,0.6418,0,0.0073,0.00853,-0.00067,2.1,0,1291000,55,0,0.028
C-01757,0.129,0.0,0.0,0.0516,0.8333,0,-0.0001,0.011,0.0018,3.9,0,46500,26,0,0.039
C-01758,0.0785,0.0,0.0,-0.0549,0.4205,0,-0.0163,0.00884,-0.00036,28,1,1121500,50,0,0.0
C-01759,0.1908,0.2,0.0382,-0.1084,0.42,0,0.015,0.011,0.0018,1.6,0,131000,53,0,0.005
C-01760,0.0813,0.0,0.0,-0.0813,0.9419,1,-0.0025,0.00732,-0.00188,0.3,0,3070500,55,0,0.09
C-01761,0.12,0.0,0.0,-0.1066,0.2419,0,0.0082,0.0092,0.0,8.5,0,896000,69,0,0.05
C-01762,0.0755,0.0,0.0,-0.0536,0.8103,0,0.0005,0.00931,0.00011,0.3,0,768000,47,0,0.033
C-01763,0.1198,0.0,0.0,0.4551,0.3,0,0.0082,0.011,0.0018,5,0,83500,27,0,0.041
C-01764,0.0726,0.313,0.0227,-0.0659,0.9313,0,0.0202,0.00919,-1e-05,6.4,1,902500,37,0,0.047
C-01765,0.2147,0.5714,0.1227,-0.0675,0.8857,0,0.0259,0.011,0.0018,0.7,1,81500,43,0,0.096
C-01766,0.0383,0.0,0.0,0.0186,0.2857,0,-0.0076,0.01078,0.00158,7.2,1,274000,34,0,0.056
C-01767,0.0331,0.0,0.0,-0.0054,0.4651,0,-0.0065,0.00946,0.00026,9.3,0,650000,72,0,0.042
C-01768,0.1752,0.0,0.0,-0.1752,0.1429,1,0.0297,0.00986,0.00066,6.7,0,459500,53,0,0.062
C-01769,0.1209,0.3636,0.044,-0.1209,0.5455,1,0.0175,0.011,0.0018,3.1,1,45500,55,1,0.333
C-01770,0.148,0.0,0.0,-0.1169,0.3563,0,-0.0065,0.00966,0.00046,0.3,0,540500,25,0,0.034
C-01771,0.1198,0.0,0.0,-0.1198,0.4359,1,-0.0144,0.01042,0.00122,6.9,1,325500,42,0,0.051
C-01772,0.1418,0.0,0.0,-0.1156,0.5253,0,0.001,0.00814,-0.00106,11.1,0,1604000,61,0,0.109
C-01773,0.132,0.0,0.0,-0.1197,0.6174,0,-0.019,0.00818,-0.00102,11.5,0,1564500,74,0,0.035
C-01774,0.0882,0.0,0.0,-0.0882,0.2208,1,0.0488,0.00993,0.00073,13.5,0,436500,48,0,0.0
C-01775,0.1819,0.0,0.0,-0.1819,0.5238,1,0.0541,0.01005,0.00085,1.8,0,404000,36,0,0.014
C-01776,0.4581,0.6928,0.3174,-0.4581,0.4706,1,0.0442,0.011,0.0018,17,1,167000,39,1,0.698
C-01777,0.0665,0.0,0.0,-0.0452,0.2667,0,-0.0033,0.01035,0.00115,6.5,0,338500,70,0,0.063
C-01778,0.2211,0.407,0.09,-0.2211,0.8605,1,0.0116,0.011,0.0018,18.6,1,194500,42,1,0.248
C-01779,0.1579,0.0,0.0,-0.0063,0.3333,0,-0.0067,0.011,0.0018,0.9,0,47500,32,0,0.001
C-01780,0.0893,0.0,0.0,0.0905,0.7419,0,0.0137,0.011,0.0018,7,0,173500,29,0,0.054
C-01781,0.1113,0.0,0.0,-0.1113,0.9051,1,-0.0085,0.00835,-0.00085,3.9,0,1420000,74,0,0.032
C-01782,0.0789,0.0,0.0,-0.0626,0.4676,0,0.0005,0.00921,1e-05,6.0,1,880500,74,0,0.054
C-01783,0.0633,0.0,0.0,-0.0228,0.2667,0,0.0137,0.011,0.0018,9.5,0,118500,53,0,0.089
C-01784,0.1218,0.0,0.0,0.1474,0.4737,0,-0.0078,0.011,0.0018,9.9,0,156000,41,0,0.026
C-01785,0.0713,0.0,0.0,-0.045,0.0,0,-0.0034,0.01079,0.00159,1.0,0,273500,72,1,0.05
C-01786,0.1047,0.0,0.0,-0.0942,0.6204,0,-0.0122,0.00904,-0.00016,3.2,0,1031500,72,0,0.029
C-01787,0.0631,0.0,0.0,-0.052,0.8659,0,-0.0119,0.00946,0.00026,4,1,650000,26,0,0.033
C-01788,0.1512,0.0,0.0,-0.1305,0.2714,0,-0.0088,0.011,0.0018,8.8,0,231500,70,0,0.04
C-01789,0.1217,0.0,0.0,-0.0746,0.5269,0,-0.0179,0.01014,0.00094,2.0,0,382000,29,0,0.036
C-01790,0.1281,0.0,0.0,-0.1181,0.0978,0,-0.0039,0.01024,0.00104,7.8,0,359000,34,0,0.053
C-01791,0.1683,0.0,0.0,-0.162,0.5614,0,-0.0052,0.00689,-0.00231,8.8,0,3772500,64,0,0.049
C-01792,0.0474,0.6364,0.0302,-0.0474,0.9091,1,0.0085,0.011,0.0018,6.1,0,116000,46,1,0.576
C-01793,0.0807,0.0,0.0,-0.0665,0.4324,0,0.0077,0.00814,-0.00106,5.8,0,1605500,53,0,0.038
C-01794,0.5498,0.6208,0.3413,-0.5498,0.1309,1,0.0473,0.01081,0.00161,9.6,1,271000,65,1,0.852
C-01795,0.2224,0.5285,0.1175,-0.2141,0.9793,0,0.03,0.00994,0.00074,5.4,0,434000,68,0,0.113
C-01796,0.0818,0.0,0.0,-0.0613,0.2985,0,-0.0117,0.01003,0.00083,6,0,409500,28,0,0.015
C-01797,0.0968,0.0,0.0,0.3419,0.0,0,0.0095,0.011,0.0018,0.7,0,46500,37,0,0.045
C-01798,0.1645,0.0,0.0,-0.1611,0.6696,0,0.0029,0.00839,-0.00081,0.4,0,1389000,58,0,0.066
C-01799,0.1337,0.0,0.0,-0.05,0.1739,0,0.0423,0.011,0.0018,2.1,0,86000,29,0,0.086
C-01800,0.1165,0.6022,0.0702,-0.1165,0.7634,1,0.0466,0.01007,0.00087,6.2,0,399000,61,0,0.052
C-01801,0.1421,0.0,0.0,-0.0284,0.2281,0,-0.0009,0.011,0.0018,2.6,1,200500,51,0,0.004
C-01802,0.1264,0.0,0.0,-0.1264,0.4245,1,0.0184,0.00572,-0.00348,9.4,0,9894500,73,0,0.039
C-01803,0.1161,0.0,0.0,-0.0619,0.6389,0,0.0056,0.011,0.0018,2.5,0,155000,75,0,0.04
C-01804,0.0822,0.0,0.0,-0.0274,0.5833,0,-0.0114,0.00945,0.00025,12.4,0,657000,45,0,0.033
C-01805,0.1015,0.0,0.0,-0.054,0.0,0,0.0081,0.01005,0.00085,13,1,404000,35,0,0.006
C-01806,0.0862,0.0,0.0,0.0721,0.2449,0,0.0178,0.0096,0.0004,9.3,0,568500,53,0,0.016
C-01807,0.1479,0.5064,0.0749,-0.1309,0.6242,0,0.0084,0.00897,-0.00023,2.1,0,1061500,68,0,0.008
C-01808,0.1593,0.4444,0.0708,-0.0106,0.8333,0,0.0112,0.011,0.0018,2.3,0,56500,56,0,0.061
C-01809,0.1132,0.0,0.0,-0.0321,0.2687,0,-0.0177,0.01061,0.00141,3.7,0,296000,52,0,0.083
C-01810,0.1934,0.0,0.0,-0.1896,0.238,0,0.0007,0.00818,-0.00102,11.9,1,1564000,74,0,0.098
C-01811,0.1111,0.0,0.0,-0.0767,0.4968,0,0.0034,0.0094,0.0002,5.9,1,697500,40,0,0.052
C-01812,0.0617,0.0,0.0,-0.0617,0.2885,1,0.0441,0.00924,4e-05,4.8,1,843000,70,0,0.051
C-01813,0.178,0.1586,0.0282,-0.178,0.6047,1,-0.0032,0.00766,-0.00154,3.7,1,2266500,52,0,0.063
C-01814,0.0472,0.0,0.0,0.134,0.0,0,-0.0171,0.011,0.0018,5,0,53000,27,0,0.011
C-01815,0.1321,0.0,0.0,0.0264,0.5,0,-0.0052,0.011,0.0018,3,0,53000,25,0,0.049
C-01816,0.0754,0.0,0.0,-0.0559,0.2615,0,-0.0092,0.00995,0.00075,5.3,0,431000,29,0,0.045
C-01817,0.0851,0.0,0.0,-0.0851,0.5,1,0.0185,0.011,0.0018,2.5,0,47000,39,0,0.04
C-01818,0.1282,0.0,0.0,-0.1282,0.3684,1,-0.0106,0.01019,0.00099,2.4,0,370500,41,0,0.021
C-01819,0.1004,0.0,0.0,0.0513,0.5556,0,0.0088,0.011,0.0018,1.5,0,134500,47,0,0.021
C-01820,0.0821,0.3922,0.0322,-0.0319,0.5882,0,0.0078,0.01051,0.00131,2.9,1,310500,30,0,0.062
C-01821,0.0708,0.0,0.0,0.0236,0.5873,0,0.009,0.0099,0.0007,3.2,0,445000,56,0,0.048
C-01822,0.1678,0.0,0.0,-0.0986,0.0938,0,0.0337,0.01014,0.00094,3.2,0,381500,37,0,0.0
C-01823,0.1879,0.0,0.0,-0.1638,0.3571,0,0.0516,0.011,0.0018,24.3,0,149000,75,1,0.228
C-01824,0.2043,0.3684,0.0753,0.2086,0.6316,0,0.0054,0.011,0.0018,6.0,0,46500,36,0,0.052
C-01825,0.1196,0.0,0.0,-0.1196,0.2112,1,0.0195,0.00802,-0.00118,12.9,0,1722500,40,0,0.068
C-01826,0.0323,0.0,0.0,-0.0323,0.6667,1,0.0127,0.011,0.0018,5.9,0,46500,73,0,0.037
C-01827,0.117,0.0,0.0,0.0106,0.5455,0,0.026,0.011,0.0018,16.7,0,47000,67,0,0.075
C-01828,0.1064,0.0,0.0,-0.1064,0.4,1,0.0344,0.011,0.0018,0.8,1,47000,25,0,0.073
C-01829,0.1699,0.5649,0.096,-0.117,0.6565,0,0.04,0.01012,0.00092,0.8,0,385500,38,0,0.009
C-01830,0.1224,0.0,0.0,-0.1057,0.0455,0,0.0334,0.01024,0.00104,10.0,1,359500,60,0,0.06
C-01831,0.1896,0.0,0.0,-0.0986,0.45,0,-0.0036,0.011,0.0018,7.2,0,105500,50,0,0.026
C-01832,0.2006,0.3286,0.0659,-0.2006,0.1714,1,-0.0073,0.011,0.0018,7.3,1,174500,48,1,0.44
C-01833,0.0538,0.0,0.0,-0.0538,0.4167,1,0.045,0.0092,0.0,4.5,0,892000,63,0,0.05
C-01834,0.1368,0.0,0.0,0.0423,0.5455,0,-0.0072,0.011,0.0018,3.9,0,201000,47,0,0.0
C-01835,0.0208,0.0,0.0,-0.0208,0.2174,1,0.0046,0.00963,0.00043,3.1,0,554000,51,0,0.047
C-01836,0.1255,0.0,0.0,-0.0603,0.4667,0,-0.0174,0.011,0.0018,7.2,0,239000,58,0,0.0
C-01837,0.0735,0.0,0.0,-0.0615,0.0,0,-0.0034,0.00939,0.00019,15.5,0,700500,75,0,0.06
C-01838,0.0847,0.0,0.0,-0.0315,0.6746,0,-0.0014,0.00934,0.00014,2.4,1,744000,56,0,0.015
C-01839,0.0566,0.0,0.0,-0.0566,0.0,1,0.0055,0.00997,0.00077,9.8,0,424000,40,0,0.031
C-01840,0.1724,0.15,0.0259,-0.1103,0.3833,0,0.0012,0.0103,0.0011,0.3,1,348000,43,0,0.014
C-01841,0.1352,0.0,0.0,-0.0623,0.2844,0,-0.0123,0.00928,8e-05,8.6,0,806000,60,0,0.064
C-01842,0.1103,0.6,0.0662,0.1721,0.6,0,0.0107,0.011,0.0018,3.2,1,68000,32,1,0.739
C-01843,0.1358,0.0,0.0,-0.1358,0.2686,1,-0.0057,0.00786,-0.00134,2.6,1,1933000,48,0,0.057
C-01844,0.1584,0.4673,0.074,-0.1561,0.7632,0,0.0287,0.00909,-0.00011,1.5,0,1013000,70,1,0.622
C-01845,0.0877,0.0,0.0,0.201,0.2857,0,-0.0129,0.011,0.0018,0.4,0,199500,48,0,0.077
C-01846,0.1744,0.0,0.0,-0.0804,0.1633,0,0.0046,0.011,0.0018,3.4,1,140500,72,0,0.05
C-01847,0.0194,0.0,0.0,-0.0117,1.0,0,0.0023,0.00951,0.00031,3.1,0,617500,57,0,0.096
C-01848,0.249,0.2065,0.0514,-0.249,0.5,1,0.0101,0.01019,0.00099,7.4,1,369500,66,1,0.484
C-01849,0.0976,0.0,0.0,-0.0976,1.0,1,0.0256,0.011,0.0018,2.8,0,123000,30,0,0.0
C-01850,0.0922,0.0,0.0,0.0115,0.0,0,0.0035,0.011,0.0018,1.3,1,173500,27,0,0.016
C-01851,0.0882,0.0,0.0,0.0471,0.1389,0,-0.0029,0.01003,0.00083,1.1,0,408000,51,0,0.02
C-01852,0.1158,0.0,0.0,0.0611,0.3636,0,0.0029,0.011,0.0018,5.6,0,47500,34,0,0.025
C-01853,0.0884,0.0,0.0,-0.0884,0.0,1,-0.013,0.00925,5e-05,0.9,0,831000,35,0,0.032
C-01854,0.1642,0.2707,0.0444,-0.1642,0.2481,1,-0.0016,0.01004,0.00084,12.4,1,405000,67,0,0.0
C-01855,0.1203,0.0,0.0,-0.1122,0.4131,0,0.0247,0.00921,1e-05,4.1,0,885000,73,0,0.022
C-01856,0.0689,0.0,0.0,-0.0603,0.3117,0,0.0173,0.00962,0.00042,13.0,0,559000,72,0,0.034
C-01857,0.1053,0.0,0.0,-0.1053,0.2024,1,-0.0029,0.00814,-0.00106,8.2,0,1596000,52,0,0.0
C-01858,0.1498,0.0,0.0,-0.1498,0.6628,1,0.0064,0.01068,0.00148,5.1,1,287000,67,0,0.034
C-01859,0.1131,0.0,0.0,-0.1099,0.1695,0,0.0062,0.00636,-0.00284,14.9,1,5242500,69,0,0.023
C-01860,0.1707,0.0,0.0,-0.1707,0.5027,1,-0.0153,0.00772,-0.00148,10.1,1,2150000,40,0,0.0
C-01861,0.0601,0.0,0.0,-0.0197,0.48,0,-0.0179,0.011,0.0018,0.7,1,208000,60,0,0.051
